	Comparts	Site	Sitetre	Treatment	Soiltype	ComTreament	TreCom	SiteCom	Maize.variety	Growing.day
BQYCK1	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK2	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK3	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK4	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK5	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK6	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK7	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK8	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYCK9	BS	QY	QYCK	CK	RS	BQYCK	CKB	QYB	YD13	116d
BQYNPK1	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK2	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK3	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK4	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK5	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK6	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK7	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK8	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPK9	BS	QY	QYNPK	NPK	RS	BQYNPK	NPKB	QYB	YD13	116d
BQYNPKM1	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM2	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM3	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM4	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM5	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM6	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM7	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM8	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BQYNPKM9	BS	QY	QYNPKM	NPKM	RS	BQYNPKM	NPKMB	QYB	YD13	116d
BYCCK1	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK2	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK3	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK4	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK5	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK6	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK7	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK8	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCCK9	BS	YC	YCCK	CK	FS	BYCCK	CKB	YCB	ZD958	68d
BYCNPK1	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK2	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK3	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK4	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK5	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK6	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK7	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK8	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPK9	BS	YC	YCNPK	NPK	FS	BYCNPK	NPKB	YCB	ZD958	68d
BYCNPKM1	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM2	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM3	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM4	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM5	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM6	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM7	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM8	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYCNPKM9	BS	YC	YCNPKM	NPKM	FS	BYCNPKM	NPKMB	YCB	ZD958	68d
BYYCK1	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK2	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK3	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK4	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK5	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK6	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK7	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK8	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYCK9	BS	YY	YYCK	CK	FS	BYYCK	CKB	YYB	JD20	66d
BYYNPK1	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK2	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK3	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK4	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK5	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK6	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK7	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK8	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPK9	BS	YY	YYNPK	NPK	FS	BYYNPK	NPKB	YYB	JD20	66d
BYYNPKM1	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM2	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM3	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM4	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM5	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM6	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM7	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM8	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BYYNPKM9	BS	YY	YYNPKM	NPKM	FS	BYYNPKM	NPKMB	YYB	JD20	66d
BCCCK1	BS	CC	CCCK	CK	BS	BCCCK	CKB	CCB	LY66	115d
BCCCK2	BS	CC	CCCK	CK	BS	BCCCK	CKB	CCB	LY66	115d
BCCCK3	BS	CC	CCCK	CK	BS	BCCCK	CKB	CCB	LY66	115d
BCCNPK1	BS	CC	CCNPK	NPK	BS	BCCNPK	NPKB	CCB	LY66	115d
BCCNPK2	BS	CC	CCNPK	NPK	BS	BCCNPK	NPKB	CCB	LY66	115d
BCCNPK3	BS	CC	CCNPK	NPK	BS	BCCNPK	NPKB	CCB	LY66	115d
BCCNPKM1	BS	CC	CCNPKM	NPKM	BS	BCCNPKM	NPKMB	CCB	LY66	115d
BCCNPKM2	BS	CC	CCNPKM	NPKM	BS	BCCNPKM	NPKMB	CCB	LY66	115d
BCCNPKM3	BS	CC	CCNPKM	NPKM	BS	BCCNPKM	NPKMB	CCB	LY66	115d
BJX20CK1	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK2	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK3	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK4	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK5	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK6	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK7	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK8	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20CK9	BS	JX20	JX20CK	CK	RS	BJX20CK	CKB	JX20B	YD13	77d
BJX20NPK1	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK2	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK3	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK4	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK5	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK6	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK7	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK8	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPK9	BS	JX20	JX20NPK	NPK	RS	BJX20NPK	NPKB	JX20B	YD13	77d
BJX20NPKM1	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM2	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM3	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM4	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM5	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM6	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM7	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM8	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BJX20NPKM9	BS	JX20	JX20NPKM	NPKM	RS	BJX20NPKM	NPKMB	JX20B	YD13	77d
BHL20CK1	BS	HL20	HL20CK	CK	BS	BHL20CK	CKB	HL20B	KW6	102d
BHL20CK2	BS	HL20	HL20CK	CK	BS	BHL20CK	CKB	HL20B	KW6	102d
BHL20CK3	BS	HL20	HL20CK	CK	BS	BHL20CK	CKB	HL20B	KW6	102d
BHL20NPK1	BS	HL20	HL20NPK	NPK	BS	BHL20NPK	NPKB	HL20B	KW6	102d
BHL20NPK2	BS	HL20	HL20NPK	NPK	BS	BHL20NPK	NPKB	HL20B	KW6	102d
BHL20NPK3	BS	HL20	HL20NPK	NPK	BS	BHL20NPK	NPKB	HL20B	KW6	102d
BHL20NPKM1	BS	HL20	HL20NPKM	NPKM	BS	BHL20NPKM	NPKMB	HL20B	KW6	102d
BHL20NPKM2	BS	HL20	HL20NPKM	NPKM	BS	BHL20NPKM	NPKMB	HL20B	KW6	102d
BHL20NPKM3	BS	HL20	HL20NPKM	NPKM	BS	BHL20NPKM	NPKMB	HL20B	KW6	102d
LEQYCK1	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYCK2	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYCK3	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYCK4	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYCK6	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYCK7	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYCK8	LE	QY	QYCK	CK	RS	LEQYCK	CKLE	QYLE	YD13	116d
LEQYNPK1	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK2	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK3	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK4	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK5	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK6	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK7	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPK8	LE	QY	QYNPK	NPK	RS	LEQYNPK	NPKLE	QYLE	YD13	116d
LEQYNPKM1	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM2	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM3	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM4	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM5	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM6	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM7	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM8	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEQYNPKM9	LE	QY	QYNPKM	NPKM	RS	LEQYNPKM	NPKMLE	QYLE	YD13	116d
LEYCCK1	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK2	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK3	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK4	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK5	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK6	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK7	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK8	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCCK9	LE	YC	YCCK	CK	FS	LEYCCK	CKLE	YCLE	ZD958	68d
LEYCNPK1	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK2	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK3	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK4	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK5	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK6	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK7	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK8	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPK9	LE	YC	YCNPK	NPK	FS	LEYCNPK	NPKLE	YCLE	ZD958	68d
LEYCNPKM1	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM2	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM3	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM4	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM5	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM6	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM7	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM8	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYCNPKM9	LE	YC	YCNPKM	NPKM	FS	LEYCNPKM	NPKMLE	YCLE	ZD958	68d
LEYYCK1	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK2	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK3	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK4	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK5	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK6	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK7	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK8	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYCK9	LE	YY	YYCK	CK	FS	LEYYCK	CKLE	YYLE	JD20	66d
LEYYNPK1	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK2	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK3	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK4	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK5	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK6	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK7	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK8	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPK9	LE	YY	YYNPK	NPK	FS	LEYYNPK	NPKLE	YYLE	JD20	66d
LEYYNPKM1	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM2	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM3	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM4	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM5	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM6	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM7	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM8	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LEYYNPKM9	LE	YY	YYNPKM	NPKM	FS	LEYYNPKM	NPKMLE	YYLE	JD20	66d
LECCCK1	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK2	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK3	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK4	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK5	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK6	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK7	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK8	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCCK9	LE	CC	CCCK	CK	BS	LECCCK	CKLE	CCLE	LY66	115d
LECCNPK1	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK2	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK3	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK4	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK5	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK6	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK7	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK8	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPK9	LE	CC	CCNPK	NPK	BS	LECCNPK	NPKLE	CCLE	LY66	115d
LECCNPKM1	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM2	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM3	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM4	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM5	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM6	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM7	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM8	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LECCNPKM9	LE	CC	CCNPKM	NPKM	BS	LECCNPKM	NPKMLE	CCLE	LY66	115d
LEJX20CK1	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK2	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK3	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK4	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK5	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK6	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK7	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK8	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20CK9	LE	JX20	JX20CK	CK	RS	LEJX20CK	CKLE	JX20LE	YD13	77d
LEJX20NPK1	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK2	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK3	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK4	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK5	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK6	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK7	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK8	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPK9	LE	JX20	JX20NPK	NPK	RS	LEJX20NPK	NPKLE	JX20LE	YD13	77d
LEJX20NPKM1	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM2	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM3	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM4	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM5	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM6	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM7	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM8	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEJX20NPKM9	LE	JX20	JX20NPKM	NPKM	RS	LEJX20NPKM	NPKMLE	JX20LE	YD13	77d
LEHL20CK1	LE	HL20	HL20CK	CK	BS	LEHL20CK	CKLE	HL20LE	KW6	102d
LEHL20CK2	LE	HL20	HL20CK	CK	BS	LEHL20CK	CKLE	HL20LE	KW6	102d
LEHL20CK3	LE	HL20	HL20CK	CK	BS	LEHL20CK	CKLE	HL20LE	KW6	102d
